merchant_id,name,Ratings,response rate,joined,products,response time,follower
41a48969-8d0d-4807-812b-ce560baf6b71,Leapfrog E-Store,24.6k,55%,7 years ago,203,within hours,8.3k
bea2bb49-264c-4eba-8506-93ce2b76715a,LionShield,206.7k,84%,5 years ago,1.4k,within hours,110.6k
c6c277c0-c2c3-4805-ae45-099a13310b30,Blinkfyre,5.6k,88%,30 months ago,33,within hours,1.3k
096772ce-3a8c-4804-b423-0a067305b91a,LionShield,206.7k,84%,5 years ago,1.4k,within hours,110.6k
aa371283-34b8-4bb7-9287-635a5958ecad,Pretty Flash Stores,2.7k,49%,8 years ago,30,within minutes,968
f711b277-1f6c-40fa-a4ab-b780ea931e3f,JW By TreNex,8k,99%,6 years ago,24,within hours,3.2k
eed37b04-3e53-48c0-a366-33565425c951,Redshot,33.8k,81%,5 years ago,241,within hours,14.8k
b0ffac42-1e9c-41c7-a830-9c809dcf0957,Fashion electronics.sg,363,100%,23 months ago,77,within hours,26
cc48e162-a15b-429f-a75b-28021c1fe6b7,Targetever.sg,0,57%,41 days ago,13,within minutes,0
d565edce-6db8-4c9a-a4e7-0e82070432b5,music.sg,3.3k,92%,3 years ago,612,within hours,1k
0a16b124-cdf6-4920-ac27-162c62bc0315,Skullcandy Singapore Official Store,2.2k,94%,6 years ago,38,within hours,9.5k
