merchant_id,name,Ratings,response rate,joined,products,response time,follower
def82275-f6ee-4a18-a635-c88f528db615,Cybernetics Tech Official,9.9k,94%,12 months ago,130,within hours,4.3k
24b65612-08a1-4baf-82d2-9796dbddd537,S&S Trading,13k,98%,7 years ago,186,within minutes,4.7k
01238460-fe07-416c-8700-e8adbce5d4a5,Bestzlink Technology,6.3k,96%,17 months ago,50,within hours,2.8k
05b99a31-334b-4e88-99f6-8a7753915b22,Bestzlink Technology,6.3k,96%,17 months ago,50,within hours,2.8k
b7200a1a-7157-4ca1-b8e8-3d250dde5ab8,Prolink Official Store,16.8k,93%,5 years ago,127,within hours,8k
7792e4d4-66e5-4e85-bc97-b92a3d2bb59f,Logitech Official Store,74.8k,90%,5 years ago,180,within hours,173.4k
891dbbfd-6112-49b0-8266-f80e07ff8229,3195907963.sg,703,100%,3 years ago,147,within minutes,288
1a28423d-a6ab-4bda-8a57-39fc3531069d,Anker Official Store,47.8k,85%,7 years ago,405,within hours,67.2k
dd234d0f-97c2-4730-83c0-3820de246d6c,Dasher,87.3k,100%,4 years ago,387,within hours,59.3k
939b64fc-73df-4ae1-9b35-84ff7201f2a2,JANZ 3C Store,28.9k,97%,5 years ago,178,within hours,7.2k
6842fa74-4e03-4680-a210-158ceda6c623,Anker Official Store,47.8k,85%,7 years ago,405,within hours,67.2k
ec960f0c-ed0c-4be3-bf98-5553aab6abf1,Dasher,87.3k,100%,4 years ago,387,within hours,59.3k
62856ead-c164-4a2b-8598-8f9b8e087c2a,iGoodGadgets,350,32%,33 months ago,142,within hours,243
63f8f0a4-8616-4da6-b45d-44b0e6519ba5,FTW.SG Singapore Flagship Store,11k,94%,7 years ago,98,within hours,3.6k
5ec6b7bd-baea-4d7b-b5ba-5c3358ba5f63,LS Fun Shop ,117,100%,22 months ago,268,within hours,42
9d75de11-5c00-40f7-a687-4a2c57dabac6,Dynacore® Technologies™ ,7.9k,80%,6 years ago,2.9k,within hours,9.8k
7befc7e3-fb48-4671-a173-1926e0456715,Baseus Official Store,216.2k,100%,5 years ago,516,within hours,122.4k
cd3956f0-f617-4dcc-8439-06a9754580b6,Koala Home Lifestyle ,28.1k,95%,16 months ago,116,within hours,23.4k
7cb43a6a-3f9e-485d-96b0-33b7b8bb7716,Smart Shopping,46.4k,68%,6 years ago,1.1k,within hours,5.4k
0dcc8470-b340-4670-86fb-dc7e36f279da,Logitech Official Store,74.8k,90%,5 years ago,180,within hours,173.4k
4701688b-abbf-494c-9785-4a60b78dd994,Smart Shopping,46.4k,68%,6 years ago,1.1k,within hours,5.4k
cedf04a2-f743-49c2-b8df-7df98b3ffd10,Logitech Official Store,74.8k,90%,5 years ago,180,within hours,173.4k
14a770cc-2c5f-48cf-aebc-ec4a27b01449,BOUGHTNEX,92k,93%,3 years ago,1.3k,within hours,72.6k
c2d8cd51-06df-42a9-a2a0-ba7fb56af4c6,Smart Shopping,46.4k,68%,6 years ago,1.1k,within hours,5.4k
eb42371f-34ee-495c-ac7f-b435278921b5,JANZ 3C Store,28.9k,97%,5 years ago,178,within hours,7.2k
dd573ca9-9156-41a4-8ff9-03cddff09462,js.garden,1.3k,56%,3 years ago,477,within hours,550
9bedfec7-2442-4fb4-b9d9-bf6659ed39c7,LGT_LetsGoTogether,1.6k,95%,34 months ago,45,within hours,1.5k
84d6d7f7-c657-4dfc-889c-c5b9409a3b92,Smarteye,63,87%,13 months ago,71,within hours,9
2ded0aac-fb83-43b2-af14-9bf3f920fea0,POPULAR Official Store,37.2k,68%,3 years ago,852,within hours,92.9k
1cb17eac-3007-4b90-bf0b-ecbf4d17147e,JANZ 3C Store,28.9k,97%,5 years ago,178,within hours,7.2k
6cb11446-7b64-4139-bcce-01427545aa4d,js.garden,1.3k,56%,3 years ago,477,within hours,550
342e34d0-a1ca-4768-8739-131bf89b987a,Prefeerdshop.sg,4.7k,100%,31 months ago,223,within minutes,1.2k
2a9e81c0-5f2d-4514-bade-f802fa1a4b26,Prolink Official Store,16.8k,93%,5 years ago,127,within hours,8k
f7f270ce-ad9d-497c-8493-90957e228e17,Smart Zheng,30.3k,100%,5 years ago,486,within minutes,7.2k
814b4f34-029d-4ed0-a86b-68bf4d77ce3d,JANZ 3C Store,28.9k,97%,5 years ago,178,within hours,7.2k
0b2f9f6d-ca4a-4df7-be00-770c040c9932,Cranium SG,9.3k,97%,28 months ago,18,within hours,3.3k
88547c7f-a92e-4cf0-bfef-52d4f1f809f3,Cybernetics Tech Official,9.9k,94%,12 months ago,130,within hours,4.3k
1fd7ae39-c1fc-4e2d-bf15-11d17c9df8d0,fortuned.sg,603,100%,31 months ago,72,within minutes,250
f23b3424-ce18-4a84-b49a-718a6c5de875,Smarteye,63,87%,13 months ago,71,within hours,9
8d58f5da-57ce-43c3-b22a-8649f8ee74b9,mixshopsg,362.8k,97%,3 years ago,135,within hours,27.5k
5fc021d7-4a41-4c3d-9e76-9ef9df4c4c09,Dasher,87.3k,100%,4 years ago,387,within hours,59.3k
d57b0f4e-0971-4909-a09b-842ea8bdff4b,Lovihome,166.4k,81%,7 years ago,138,within hours,14.5k
abf30e61-17ec-403a-80e2-eca88ee20beb,FTW.SG Singapore Flagship Store,11k,94%,7 years ago,98,within hours,3.6k
fec9c61c-ed3f-4958-bf1e-d3c05c8afcba,Lovihome,166.4k,81%,7 years ago,138,within hours,14.5k
b1622cd4-7107-4e39-a901-bf8fde9bb20b,Cranium SG,9.3k,97%,28 months ago,18,within hours,3.3k
684141e2-ed5f-4cec-92e0-37f309c180c5,Quality Builds,6.7k,25%,6 years ago,83,within hours,2.9k
5e4446ca-f67c-4589-aff1-f5c7f89880f6,NuPhy.sg,3,23%,3 months ago,10,within hours,109
c6211736-96da-495c-b5e0-27202c482864,Cyberpark,5.5k,93%,36 months ago,64,within hours,3.5k
4c7c2bd9-ff89-4331-96d1-2ab0f4ac5fdc,Dasher,87.3k,100%,4 years ago,387,within hours,59.3k
049487fe-eca5-4721-a20c-52e3a0dc3cea,CHS_2,955,72%,30 months ago,683,within hours,147
f6dd7b49-b2cb-4fd4-babe-bc1b951d43dc,Logitech Official Store,74.9k,90%,5 years ago,180,within hours,173.4k
b0781b2e-34ed-43b0-ab65-c5362fd841d7,CHS_2,955,72%,30 months ago,683,within hours,147
8ac1ead5-7190-4c9e-9d98-fad991b8fa2c,Logitech Official Store,74.9k,90%,5 years ago,180,within hours,173.4k
fcfa9059-c12e-4240-af91-13b9ad981f58,Leapfrog E-Store,24.7k,55%,7 years ago,203,within hours,8.3k
37967c46-1798-4df9-ab68-6ebcdc78947e,Fashion Mobile,27.9k,89%,8 years ago,238,within hours,6.4k
c87e3edb-b4ae-456a-83ad-bd42d2d316ce,12BUY.SG,30.6k,97%,7 years ago,421,within hours,16.9k
ff9d7dca-7012-46cd-afe5-a865b3495664,Smart Zheng,30.3k,100%,5 years ago,486,within minutes,7.2k
89e3be7c-60fc-4f8b-8ce2-e03da9c4beea,MIRAVIEW.kr,23k,72%,5 years ago,705,within hours,3.7k
8c98f3b0-0e36-4c77-a003-24f2ffe151ca,32DayTech,1.5k,81%,6 years ago,62,within hours,428
16680781-dd54-4ac7-a334-2c5dcc0c37db,POPULAR Official Store,37.2k,68%,3 years ago,852,within hours,92.9k
bd40615f-f1ab-495f-991b-e996b51d60e0,POPULAR Official Store,37.2k,68%,3 years ago,852,within hours,92.9k
c875c350-9ca1-408a-9797-6f9b76fa699b,Fashion Mobile,27.9k,89%,8 years ago,238,within hours,6.4k
8ef67264-79ae-447d-9f69-3d0598a5b033,R9 IT Online Store,455,62%,3 years ago,86,within hours,83
42e90961-bc89-428f-a3dd-481605123ae9,POPULAR Official Store,37.2k,68%,3 years ago,852,within hours,92.9k
cfb951d6-9d8a-40b4-a682-5f1d19340384,Logitech Official Store,74.9k,90%,5 years ago,180,within hours,173.4k
f34823b0-0f1d-4a51-b8a1-0e1fd5f77831,Logitech G Official Store,10.9k,78%,3 years ago,122,within hours,48.7k
d576c097-6d77-4309-9e9f-79452f6eb2bf,ContessaStore,16.9k,99%,25 months ago,290,within hours,3.9k
523d75d2-f94c-4f73-a478-a6575679ab6b,ApexStore,1.2k,89%,4 years ago,13,within minutes,749
14c35d85-6280-41cc-acbe-4771a47ed816,Xiaomi Official,17k,45%,4 years ago,245,within hours,28.5k
28d5f082-31b8-4c7c-8f41-1328c83f8e6a,Milink.sg,775,47%,29 months ago,66,within hours,942
9a9bda2c-8459-48d5-923b-e3663dfd70d2,32DayTech,1.5k,81%,6 years ago,62,within hours,428
229340e5-068c-4138-a608-656126456f82,R9 IT Online Store,455,62%,3 years ago,86,within hours,83
a8a9e686-c609-44aa-9da6-3540328ffbb5,JANZ 3C Store,28.9k,97%,5 years ago,178,within hours,7.2k
94cc7ad0-46c7-49a6-a37c-2185d3a87405,JANZ 3C Store,28.9k,97%,5 years ago,178,within hours,7.2k
4d218969-074b-46c0-b829-e4ae83c1d460,Spark HD ,26.6k,98%,3 years ago,377,within hours,8.7k
c284edb4-ea7c-4459-a9cf-eae49f554f75,MIRAVIEW.kr,23k,72%,5 years ago,705,within hours,3.7k
0fe34e89-f24a-4ca5-beb3-c86dfa585c8b,Cybernetics Tech Official,9.9k,94%,12 months ago,130,within hours,4.3k
12f5b02e-3b13-414f-9d11-9f75470f3d9b,Spark HD ,26.6k,98%,3 years ago,377,within hours,8.7k
0f141327-c60d-4174-be3f-0e2f54937f68,Smart Zheng,30.3k,100%,5 years ago,486,within minutes,7.2k
