,username,no_review,review_list,no_product,product_dict,mean_rating
657,ftrynsssssss,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
658,fuadsani87,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
659,fyza_razali,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
660,g*****2,1,"[""Performance: Excellent\nBest Feature(s): Battery life\nValue For Money: Very good\nThổ a but bigger then I expected but overall very happy with the perchase but for some reason the mic thing doesn't work""]",1,{'50048ea8-74e6-4d3f-ac5b-375a53363048': 1},5.0
661,g*****7,1,['Fast delivery. Quality is good. My daughter loved it. Will buy again if needed.'],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
662,g*****9,2,"['Performance: good, sound quality clear\nValue For Money: yes\nBest Feature(s): wireless, foldable ease to keep, ease pairing w Bluetooth', 'Good ']",2,"{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1, 'e7f7d678-ca55-4744-ae4d-eda7192276fc': 1}",5.0
663,g*****a,1,['Seller update with pictures when mailing out. Fast delivery. And daughter is happy with this purchase that she saw on tik tok.'],1,{'b4d5273a-b83c-430d-be43-083a2b2a0e33': 1},5.0
664,g*****e,2,"[""Performance: amazing\nBest Feature(s): I love the whole thing it is so comfortable\nValue For Money: yess\nIt is pretty affordable compared to Bluetooth headphones from other brands and it is sooo comfortable I literally don't want to take it off"", 'Good product for its price. Audio is not the best and crispiest but worth its price point. Can be a little noise cancelling at higher volumes']",1,{'b4d5273a-b83c-430d-be43-083a2b2a0e33': 2},5.0
665,g*****g,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
666,g*****x,1,"[""AMAZING!! The sound is so good. I bought it for my brother's birthday and he really likes it!""]",1,{'b4d5273a-b83c-430d-be43-083a2b2a0e33': 1},5.0
667,g*****y,1,['Value For Money: Good Deal with discounts and Shopee Vouchers\nPerformance: My second Bose headphones. Best NC headphones in the market.\nBest Feature(s): Compact and great sound\nQuick delivery. nicely packed.'],1,{'b3bf5729-00c2-47b3-bea0-04e7e65c3680': 1},5.0
668,gabriel_yamm,1,[nan],1,{'b3bf5729-00c2-47b3-bea0-04e7e65c3680': 1},5.0
669,gal77,1,['Performance: Works well\nBest Feature(s): Hand Painting design\nValue For Money: ⭐️⭐️⭐️⭐️\nItem well received with bubbled envelope. Fast delivery. Easy pairing & works very well. Pretty design too! 2 thumbs up!'],1,{'50048ea8-74e6-4d3f-ac5b-375a53363048': 1},5.0
670,gansp325,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
671,garethcjl90,1,[nan],1,{'095d94aa-2759-469f-bded-6a824867d5e0': 1},5.0
672,gautim1412,1,[nan],1,{'b4d5273a-b83c-430d-be43-083a2b2a0e33': 1},4.0
673,gems19,1,"['Performance: very good\nBest Feature(s): very good\nValue For Money: yes\nFor a headphone at this price, it does it work wonderfully.\n \nEasy to set up wireless via Bluetooth. Wired AUX cable works well, mic works though I did not try yet speaking on the mic.\n\nSound wise is good, loud and bass wise is good too. Value for money.']",1,{'50048ea8-74e6-4d3f-ac5b-375a53363048': 1},5.0
674,georges.sylvester,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
675,ggazida,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
676,gguccivjks,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
677,gillianlim,1,"['Low quality headphones with a consistent popping/crackling sound. Mic also barely reaches my lips. Upon testing, mic quality is bad and the actual voice recording its choppy and not clean. There’s also no audio cable, so just one single USB to plug into computer, so how to use for phone if need to?']",1,{'095d94aa-2759-469f-bded-6a824867d5e0': 1},1.0
678,gini0909,1,['Value For Money: looks good at the price bought.'],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
679,girlzfriday,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
680,giyyappanit10,1,[nan],1,{'50048ea8-74e6-4d3f-ac5b-375a53363048': 1},5.0
681,gjol79,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
682,gogogopink,1,[nan],1,{'416cf756-71db-4342-b82b-a0cee02a6750': 1},5.0
683,gohyangxu,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
684,grapeve,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
685,gskung,1,[nan],1,{'b4d5273a-b83c-430d-be43-083a2b2a0e33': 1},5.0
686,h*****1,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
687,h*****7,1,[nan],1,{'b4d5273a-b83c-430d-be43-083a2b2a0e33': 1},5.0
688,h*****8,1,['Value For Money: Yes\nPerformance: It’s good and abit too big for my ears but it’s comfortable\nBest Feature(s): love the colour'],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},4.0
689,h*****_,5,"[nan, nan, nan, nan, 'Easy to pair and sound is decent for the price.']",2,"{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 4, 'b4d5273a-b83c-430d-be43-083a2b2a0e33': 1}",5.0
